
		/////////////////////////////////////////////////////////////////////////////////////////////////
        //                                                                                             //
        //      Need Help? The Trader Mod has its own Channel on the DayZ Modders Discord Server!      //
        //                                                                                             //
        //      Only Singleline Comments work. Don't use Multiline Comments!                           //
        //      /* THIS COMMENT WILL CRASH THE SERVER! */                                              //
        //      // THIS COMMENT WORKS!                                                                 //
        //                                                                                             //
        /////////////////////////////////////////////////////////////////////////////////////////////////

<CurrencyName> #tm_ruble							// Currency Name (Only used for the Text in the upper right Corner of the Trader Menu)
	<Currency> MoneyRuble1, 	1					// Currency Classname, Currency Money Value
	<Currency> MoneyRuble5, 	5
	<Currency> MoneyRuble10, 	10
	<Currency> MoneyRuble25, 	25
	<Currency> MoneyRuble50, 	50
	<Currency> MoneyRuble100, 	100


<Trader> 0							// Trader Name (first Trader has ID = 0, second Trader has ID = 1, and so on..)
<Category> Vegetables							// Category Name
CaninaBerry,			    *,		10,		-1	// Item Classname, Quantity, Buyvalue, Sellvalue
SambucusBerry,	  		*,		10,		-1	// Quantity * means max value; Quantity V means Vehicle; Quantity VNK means Vehicle without Key; Quantity M means Magazine; Quantity W means Weapon; Quantity S means Steack Meat; Quantity K means Key Duplication
			MSFCSmershBagMedicMulticamBlack,						*,		800,			500
			MSFCSmershBagBlack,													*,		800,			500
			MSFCSmershBagGreen,													*,		800,			500
			MSFCSmershBagTan,														*,		800,			500
			MSFCRMRSmershBag,														*,		800,			500
			MSFCSmershBagGray,													*,		800,			500
			MSFCSmershBagEMR,														*,		800,			500
			MSFCSmershBagSURPATDesert,									*,		800,			500
			MSFCSmershBagMedicSURPATDesert,							*,		800,			500
			MSFCSmershBagSURPAT,												*,		800,			500
			MSFCSmershBagMedicSURPAT,										*,		800,			500
			MSFCSmershBagATACSAU,												*,		800,			500
			MSFCSmershBagMedicATACSAU,									*,		800,			500
			MSFCSmershBagATACSAU,												*,		800,			500
			MSFCSmershBagMedicATACSAU,									*,		800,			500
			WaterproofBag_Yellow,												*,		350,			200
			WaterproofBag_Orange,												*,		350,			200
			WaterproofBag_Green,												*,		500,			450
			MSFCEmpty_Mags_Bag_MulticamBlack,						*,		300,			150
			MSFCEmpty_Mags_Bag_MulticamTropic,					*,		300,			150
			MSFCEmpty_Mags_Bag_Multicam,								*,		300,			150
			MSFCEmpty_Mags_Bag_Green,										*,		300,			150
			MSFCEmpty_Mags_Bag_Desert,									*,		300,			150
			MSFCEmpty_Mags_Bag_Black,										*,		300,			150
			MSFCEmpty_Mags_Bag_ATACSAU,									*,		300,			150
			MSFCEmpty_Mags_Bag_ATACSAU,									*,		300,			150
			MSFCEmpty_Mags_Bag_SURPATDesert,						*,		300,			150
			MSFCEmpty_Mags_Bag_SURPAT,									*,		300,			150
			MSFCPouchIFAKATACSAU,												*,		500,			250
			MSFC_IFAK_MulticamBlack,										*,		500,			250
			MSFCPouchIFAKMulticamBlack,									*,		500,			250
			MSFC_IFAK_MulticamTropic,										*,		500,			250
			MSFCPouchIFAKMulticamTropic,								*,		500,			250
			MSFC_IFAK_Multicam,													*,		500,			250
			MSFCPouchIFAKMulticam,											*,		500,			250
			MSFC_IFAK_Green,														*,		500,			250
			MSFC_IFAK_Desert,														*,		500,			250
			MSFC_IFAK_Black,														*,		500,			250
			MSFCPouchIFAKGreen,													*,		500,			250
			MSFCPouchIFAKDesert,												*,		500,			250
			MSFCPouchIFAKBlack,													*,		500,			250
			MSFCPouchIFAKSURPATDesert,									*,		500,			250
			MSFC_IFAK_SURPATDesert,											*,		500,			250
			MSFC_IFAK_SURPAT,														*,		500,			250
			MSFCPouchIFAKSURPAT,												*,		500,			250
			MSFC_IFAK_ATACSAU,													*,		500,			250
			MSFCPouchIFAKATACSAU,												*,		500,			250
			MSFCPouchCargoMulticamBlack,								*,		500,			250
			MSFCPouchCargoMulticamTropic,								*,		500,			250
			MSFCPouchCargoMulticam,											*,		500,			250
			MSFCPouchCargoGreen,												*,		500,			250
			MSFCPouchCargoDesert,												*,		500,			250
			MSFCPouchCargoBlack,												*,		500,			250
			MSFCPouchCargoSURPATDesert,									*,		500,			250
			MSFCPouchCargoSURPAT,												*,		500,			250
			MSFCPouchCargoATACSAU,											*,		500,			250
			MSFCPouchCargoATACSAU,											*,		500,			250

		<Category> ПНВ
				MSFC_GPNVG18_Desert,												*,		8200,		3265
				MSFC_GPNVG18_Black,													*,		8200,		3265
				MSFC_GPNVG18_Green,													*,		8200,		3265
				MSFC_BC_NVG21,															*,		12200,	6665
				NVGHeadstrap,																*,		900,		500
				//MilitaryGear_TacticalHelmet_PartizanM,			*,		3900,		1750

		<Category> Противогаз и химкостюм
				GP5GasMask,																	*,		1200,		400
				GP5GasMask_Filter,													*,		 6500,           3050
				MSFCGasMaskGP5Black,												*,		3000,		650
				MSFCGasMaskGP5Green,												*,		3000,		650
				MSFCGasMaskGP5Tan,													*,		3000,		650
				MSFCGasMaskGreen,														*,		3000,		650
				MSFCGasMaskBlack,														*,		3000,		1650
				MSFCGasMaskGray,														*,		3000,		1650
				MSFCGasMaskWhite,														*,		3000,		1650
				MSFCIIIM6800GasMaskBlack,										*,		3000,		1650
				MSFCIIIM6800GasMaskBlue,										*,		3000,		1650
				MSFCIIIM6800GasMaskGreen,										*,		3000,		1650
				MSFCIIIM6800GasMaskYellow,									*,		3000,		1650
				MSFCGasMaskM50Black,												*,		3000,		1650
				MSFCGasMaskM50Green,												*,		3000,		1650
				MSFCGasMaskM50Tan,													*,		3000,		1650
				MSFCGasMaskM50White,												*,		3000,		1650
				MSFCGasMaskM04Black,												*,		3000,		1650
				MSFCGasMaskM04Green,												*,		3000,		1650
				MSFCGasMaskM04Tan,													*,		3000,		1650
				MSFCGasMaskM04White,												*,		3000,		1650
				MSFCRMRAutumnMask,													*,		3000,		1650
				MSFCIIIM6800GasMaskFilter,									*,		500,		250
				MSFCIIIM6800GasMaskGray,										*,		3000,		1650
				MSFCIIIM6800GasMaskWhite,										*,		3000,		1650
				MSFCIIIM6800GasMaskDesert,									*,		3000,		1650
				//MilitaryGear_GasMask_Black,								*,		3000, 	1500
				//MilitaryGear_GasMask_Brown,								*,		3000,	  1500
				//MilitaryGear_GasMask_Olive,								*,		3000,	  1500
				//MilitaryGear_GP5GasMask_Black,						*,		3200, 	1600
				//MilitaryGear_GP5GasMask_Brown,						*,		3200, 	1600
				//MilitaryGear_GP5GasMask_Olive,						*,		3200,	  1600
				MSFCSTALKERHood,														*,		2000,		1070
				MSFCSTALKERDolgHood,												*,		2000,		1070
				MSFCSTALKERSvobodaHood,											*,		2000,		1070
				MSFCSTALKERMercHood,												*,		2000,		1070
				MSFCSTALKERMonolitHood,											*,		2000,		1070
				MSFCSTALKERClearSkyHood,										*,		2000,		1070
				MSFCSTALKERBanditHood,											*,		2000,		1070
				MSFCSTALKERHood_Green,											*,		2000,		1070
				MSFCHoodMulticamTropic,											*,		2000,		1070
				MSFCHoodMulticamBlack,											*,		6000,		1070
				MSFCHoodMulticam,														*,		2000,		1070
				MSFCHoodSURPATDesert,												*,		2000,		1070
				MSFCSTALKEREcologHood,											*,		2000,		1070
				MSFCHoodATACSAU,														*,		2000,		1070
				NBCHoodGray,																*,		2000, 	1070
				NBCGlovesGray,															*,		2000,		1070
				MSFCNBCGlovesSURPATDesert,									*,		2000,		1070
				MSFCNBCGlovesMulticamTropic,								*,		2000,		1070
				MSFCNBCGlovesMulticamBlack,									*,		6000,		1070
				MSFCNBCGlovesMulticam,											*,		2000,		1070
				MSFCNBCGlovesSURPAT,												*,		2000,		1070
				MSFCNBCGlovesATACSAU,												*,		2000,		1070
				MSFCNBCGlovesATACSAU,												*,		2000,		1070
				MSFCSTALKEREcologGloves,										*,		2000,		1070
				NBCJacketGray,															*,		2000,		1070
				MSFCSTALKEREcologJacket,										*,		2000,		1070
				MSFCNBCJacketMulticamBlack,									*,		6000,		1070
				MSFCNBCJacketMulticamTropic,								*,		2000,		1070
				MSFCNBCJacketMulticam,											*,		2000,		1070
				MSFCNBCJacketSURPATDesert,									*,		2000,		1070
				MSFCNBCJacketSURPAT,                        *,    2000, 	1070
				MSFCNBCJacketATACSAU,												*,		2000,		1070
				MSFCNBCJacketATACSAU,												*,		2000,		1070
				NBCPantsGray,																*,		2000,		1070
				MSFCSTALKEREcologPants,											*,		2000,		1070
				MSFCNBCPantsMulticamBlack,									*,		6000,		1070
				MSFCNBCPantsMulticamTropic,									*,		2000,		1070
				MSFCNBCPantsMulticam,												*,		2000,		1070
				MSFCNBCPantsSURPATDesert,										*,		2000,		1070
				MSFCNBCPantsSURPAT,													*,		2000,		1070
				MSFCNBCPantsATACSAU,												*,		2000,		1070
				MSFCNBCPantsATACSAU,												*,		2000,		1070
				MSFCNBCBootsATACSAU,												*,		2000,		1070
				MSFCNBCBootsMulticamBlack,									*,		6000,		1070
				MSFCNBCBootsMulticamTropic,									*,		2000,		1070
				MSFCNBCBootsMulticam,												*,		2000,		1070
				MSFCNBCBootsSURPATDesert,										*,		2000,		1070
				MSFCNBCBootsSURPAT,													*,		2000,		1070
				MSFCNBCBootsATACSAU,												*,		2000,		1070
				MSFCSTALKEREcologBoots,											*,		2000,		1070
				NBCBootsGray,																*,		2000,		1070
				MSFCNBCPantsMulticamSnow,										*,		10000,	1000
				MSFCNBCJacketMulticamSnow,									*,		10000,	1000
				MSFCNBCGlovesMulticamSnow,									*,		10000,	1000
				MSFCNBCBootsMulticamSnow,										*,		10000,	1000

	//<Category> Handmade
		//LeatherGloves_Beige,	*,		0,		0
		//LeatherGloves_Black,	*,		0,		0
		//LeatherGloves_Brown,	*,		0,		0
		//LeatherGloves_Natural,*,		0,		0
		//LeatherHat_Beige,		*,		0,		0
		//LeatherHat_Black,		*,		0,		0
		//LeatherHat_Brown,		*,		0,		0
		//LeatherHat_Natural,	*,		0,		0
		//LeatherShirt_Natural,	*,		0,		0
		//LeatherStorageVest_Beige,*,	0,		0
		//LeatherStorageVest_Black,*,	0,		0
		//LeatherStorageVest_Brown,*,	0,		0
		//LeatherStorageVest_Natural,*,	0,		0
		//LeatherJacket_Beige,	*,		0,		0
		//LeatherJacket_Black,	*,		0,		0
		//LeatherJacket_Brown,	*,		0,		0
		//LeatherJacket_Natural,*,		0,		0
		//LeatherPants_Beige,	*,		0,		0
		//LeatherPants_Black,	*,		0,		0
		//LeatherPants_Brown,	*,		0,		0
		//LeatherPants_Natural,	*,		0,		0
		//LeatherShoes_Beige,	*,		0,		0
		//LeatherShoes_Black,	*,		0,		0
		//LeatherShoes_Brown,	*,		0,		0
		//LeatherShoes_Natural,	*,		0,		0
		//CourierBag,			*,		0,		0
		//FurCourierBag,		*,		0,		0
		//FurImprovisedBag,		*,		0,		0
		//ImprovisedBag,		*,		0,		0
		//LeatherSack_Beige,	*,		0,		0
		//LeatherSack_Black,	*,		0,		0
		//LeatherSack_Brown,	*,		0,		0
		//LeatherSack_Natural,	*,		0,		0

		<Category> Modular Vest System
				MVS_Combat_Vest_OD,                                                                             *,      100,    50
				MVS_Combat_Vest_Tan,                                                                            *,      100,    50
				MVS_Combat_Vest_Black,                                                                          *,      100,    50
				MVS_Combat_Vest_Snow,                                                                           *,      100,    50
				MVS_Combat_Vest_ERDL,                                                                           *,      100,    50
				MVS_Combat_Vest_Multicam,                                                                       *,      100,    50
				MVS_Combat_Vest_Multicam_Tropic,                                                                *,      100,    50
				MVS_Combat_Vest_Multicam_Black,                                                                 *,      100,    50

				MVS_ChestRig_OD,                                                                               	*,      100,    50
				MVS_ChestRig_Tan,                                                                           	*,      100,    50
				MVS_ChestRig_Black,                                                                       		*,      100,    50
				MVS_ChestRig_Snow,                                                                           	*,      100,    50
				MVS_ChestRig_ERDL,                                                                         		*,      100,    50
				MVS_ChestRig_Multicam,                                                                          *,      100,    50
				MVS_ChestRig_Multicam_Tropic,                                                                   *,      100,    50
				MVS_ChestRig_Multicam_Black,                                                                    *,      100,    50

				MVS_Combat_Vest_Heavy_OD,                                                                       *,      500,    250
				MVS_Combat_Vest_Heavy_Tan,                                                                      *,      500,    250
				MVS_Combat_Vest_Heavy_Black,                                                                    *,      500,    250
				MVS_Combat_Vest_Heavy_Snow,                                                                     *,      500,    250
				MVS_Combat_Vest_Heavy_ERDL,                                                                     *,      500,    250
				MVS_Combat_Vest_Heavy_Multicam,                                                                 *,      500,    250
				MVS_Combat_Vest_Heavy_Multicam_Tropic,                                                          *,      500,    250
				MVS_Combat_Vest_Heavy_Multicam_Black,                                                           *,      500,    250

				MVS_Heavy_Pouch_OD,                                                                          	*,      200,    100
				MVS_Heavy_Pouch_Tan,                                                                        	*,      200,    100
				MVS_Heavy_Pouch_Black,                                                                      	*,      200,    100
				MVS_Heavy_Pouch_Snow,                                                                       	*,      200,    100
				MVS_Heavy_Pouch_ERDL,                                                                       	*,      200,    100
				MVS_Heavy_Pouch_Multicam,                                                                       *,      200,    100
				MVS_Heavy_Pouch_Multicam_Tropic,                                                                *,      200,    100
				MVS_Heavy_Pouch_Multicam_Black,                                                                 *,      200,    100

				MVS_Canteen_OD,                                                                            		*,      100,    50
				MVS_Canteen_Tan,                                                                            	*,      100,    50
				MVS_Canteen_Black,                                                                            	*,      100,    50
				MVS_Canteen_Snow,                                                                            	*,      100,    50
				MVS_Canteen_ERDL,                                                                            	*,      100,    50
				MVS_Canteen_Multicam,                                                                           *,      100,    50
				MVS_Canteen_Multicam_Tropic,                                                                    *,      100,    50
				MVS_Canteen_Multicam_Black,                                                                     *,      100,    50

				MVS_Magazine_Pouch_OD,                                                                          *,      100,    50
				MVS_Magazine_Pouch_Tan,                                                                         *,      100,    50
				MVS_Magazine_Pouch_Black,                                                                       *,      100,    50
				MVS_Magazine_Pouch_Snow,                                                                        *,      100,    50
				MVS_Magazine_Pouch_ERDL,                                                                        *,      100,    50
				MVS_Magazine_Pouch_Multicam,                                                                    *,      100,    50
				MVS_Magazine_Pouch_Multicam_Tropic,                                                             *,      100,    50
				MVS_Magazine_Pouch_Multicam_Black,                                                              *,      100,    50

				MVS_Taco_Pouch_OD,                                                                          	*,      100,    50
				MVS_Taco_Pouch_Tan,                                                                        	 	*,      100,    50
				MVS_Taco_Pouch_Black,                                                                       	*,      100,    50
				MVS_Taco_Pouch_Snow,                                                                        	*,      100,    50
				MVS_Taco_Pouch_ERDL,                                                                        	*,      100,    50
				MVS_Taco_Pouch_Multicam,                                                                        *,      100,    50
				MVS_Taco_Pouch_Multicam_Tropic,                                                                 *,      100,    50
				MVS_Taco_Pouch_Multicam_Black,                                                                  *,      100,    50

				MVS_Admin_Pouch_OD,                                                                             *,      100,    50
				MVS_Admin_Pouch_Tan,                                                                            *,      100,    50
				MVS_Admin_Pouch_Black,                                                                          *,      100,    50
				MVS_Admin_Pouch_Snow,                                                                           *,      100,    50
				MVS_Admin_Pouch_ERDL,                                                                           *,      100,    50
				MVS_Admin_Pouch_Multicam,                                                                       *,      100,    50
				MVS_Admin_Pouch_Multicam_Tropic,                                                                *,      100,    50
				MVS_Admin_Pouch_Multicam_Black,                                                                 *,      100,    50

				MVS_Utility_Pouch_OD,                                                                           *,      100,    50
				MVS_Utility_Pouch_Tan,                                                                          *,      100,    50
				MVS_Utility_Pouch_Black,                                                                        *,      100,    50
				MVS_Utility_Pouch_Snow,                                                                         *,      100,    50
				MVS_Utility_Pouch_ERDL,                                                                         *,      100,    50
				MVS_Utility_Pouch_Multicam,                                                                     *,      100,    50
				MVS_Utility_Pouch_Multicam_Tropic,                                                              *,      100,    50
				MVS_Utility_Pouch_Multicam_Black,                                                               *,      100,    50

				MVS_Medical_Pouch_OD,                                                                           *,      100,    50
				MVS_Medical_Pouch_Tan,                                                                          *,      100,    50
				MVS_Medical_Pouch_Black,                                                                        *,      100,    50
				MVS_Medical_Pouch_Snow,                                                                         *,      100,    50
				MVS_Medical_Pouch_ERDL,                                                                         *,      100,    50
				MVS_Medical_Pouch_Multicam,                                                                     *,      100,    50
				MVS_Medical_Pouch_Multicam_Tropic,                                                              *,      100,    50
				MVS_Medical_Pouch_Multicam_Black,                                                               *,      100,    50

				MVS_Belt_OD,                                                                                 	*,      100,    50
				MVS_Belt_Tan,                                                                                 	*,      100,    50
				MVS_Belt_Black,                                                                                 *,      100,    50
				MVS_Belt_Snow,                                                                                 	*,      100,    50
